operating_date,timestamp,executed,baseline,final_commitment,load_energy,pv_energy,price,charge,discharge,emergency,spill,mode,soc_before,soc_after
2025-01-01,2025-01-01T02:00:00,True,0.0,0.0,677.4549999999999,0.0,0.4311,0.0,0.0,677.4549999999999,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T02:10:00,True,0.0,0.0,635.1118333333333,0.0,0.4293,0.0,0.0,635.1118333333333,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T02:20:00,True,0.0,0.0,640.8249166666667,0.0,0.4324,0.0,0.0,640.8249166666667,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T02:30:00,True,0.0,0.0,705.77,0.0,0.4367,0.0,0.0,705.77,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T02:40:00,True,0.0,0.0,684.9959166666665,0.0,0.4348,0.0,0.0,684.9959166666665,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T02:50:00,True,0.0,0.0,666.1490833333332,0.0,0.4335,0.0,0.0,666.1490833333332,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T03:00:00,True,0.0,0.0,683.6983333333333,0.0,0.4357,0.0,0.0,683.6983333333333,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T03:10:00,True,0.0,0.0,681.0096166666666,0.0,0.4374,0.0,0.0,681.0096166666666,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T03:20:00,True,0.0,0.0,688.9604333333333,0.0,0.4371,0.0,0.0,688.9604333333333,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T03:30:00,True,0.0,0.0,696.53,0.0,0.4356,0.0,0.0,696.53,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T03:40:00,True,0.0,0.0,658.8951833333333,0.0,0.4353,0.0,0.0,658.8951833333333,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T03:50:00,True,0.0,0.0,651.7916,0.0,0.436,0.0,0.0,651.7916,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T04:00:00,True,0.0,0.0,683.2183333333334,0.0,0.4378,0.0,0.0,683.2183333333334,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T04:10:00,True,0.0,0.0,687.3103833333332,0.0,0.4401,0.0,0.0,687.3103833333332,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T04:20:00,True,0.0,0.0,694.8344666666667,0.0,0.4389,0.0,0.0,694.8344666666667,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T04:30:00,True,0.0,0.0,710.04,0.0,0.4364,0.0,0.0,710.04,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T04:40:00,True,0.0,0.0,702.8703666666667,0.0,0.4393,0.0,0.0,702.8703666666667,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T04:50:00,True,0.0,0.0,710.3095,0.0,0.4422,0.0,0.0,710.3095,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T05:00:00,True,0.0,0.0,723.6499999999999,0.0,0.4395,0.0,0.0,723.6499999999999,0.0,0.0,1200.0,1200.0
2025-01-01,2025-01-01T05:10:00,True,0.0,0.0,701.3701333333333,0.00034999999999999994,0.4333,0.0,0.0,701.3697833333333,0.0,0.0,1200.0,1200.0
